"SCORE","GUESS","TRUTH","TEXT"
"0.9817458710228606","o","o","Disney Princess Sliding Puzzle Book: $6.99 (0 Bids) End Date: Tuesday Oct-29-2013 17:07:50 PDT Buy It Now for... http://t.co/yv8XbOzJcq"
"0.9816072662245847","o","o","@nachiyoooooo ありがとう～！！！(*^o^*)ごめんね…！着いたら地蔵交代するから…！私も競歩でトゥーン向かうから…！！笑 ちなみにどの辺にいる？もう着替えてる？(ﾟωﾟ)"
"0.9810902538695806","o","o","Planes: Fire and Rescue, Sekuel Pertama Planes dari Disney - http://t.co/S036H9j2CL http://t.co/grv8SI563r"
"0.9810284851089123","o","o","@treasure_r4 めっちゃいやされます(((o(*ﾟ▽ﾟ*)o)))♡♡♡"
"0.9809620166772888","o","o","Just added my #inlinkz link: http://t.co/d6hzIJycxJ here: http://t.co/lfJoMLIDo2 via @inlinkz"
"0.9794964624532947","o","o","“@asyasya7: “@disney_yeah: 全力でスペインについて調べてますin地下鉄” 全力でチャイナについて調べてましたが挫折しましたin電車” 朝からカレーを食べ完食しましたin自宅 http://t.co/w2KWdFCd2J"
"0.9793896689830022","p","p","4 days until Disney!!!!!! Can't wait!!!"
"0.9785323868812517","o","o","Disney Halloween with Mari🎃💕いっぱい走っていっぱい食べていっぱい笑った！新作の可愛いカチューシャ買えたしミキミニのハロウィンのペア買えたし最高に充実した4時間でした(*^o^*)♡♡まり大好きありがとう🌸 http://t.co/6I0ZBdXWTT"
"0.9781835152310945","o","o","""@______LB: “@CallmeJroc: ""@______LB: What channel is TNT on Comcast?""I think 45” that's Disney channel 😒""lmao its 33"
"0.9778080463273313","o","o","ADELANTO DEL VERANO ! Punta Cana / Colombia / Costa Rica / Polinesia / Ecuador / Perú / Varadero / La Habana / Reñaca / Disney / Miami /..."
"0.9772406927859874","o","o","Disney's ""Planes: Fire & Rescue"" Teaser Trailer http://t.co/hsplz2U7Ia http://t.co/X77zeUAWKK"
"0.975054034328393","p","p","Who's more excited than their 4 yr old to go to Disney??? This girl!!!!! 😆😆😆😆🙋🙋🙋🙋🙋🙋🙋"
"0.9735561981532814","o","o","The Unofficial Guide Walt Disney World 2013 (Unofficial Guides): Unofficial GuidesHotels, attractions, and res... http://t.co/N6mozGPiRI"
"0.9710056524634537","o","o","@Disney_bknb_ky @eri_gunchu うん、無理だね、無理だね。 えりまじうけぽよ笑 http://t.co/nZoeLw2glO"
"0.9708134854455048","o","o","Meet&Greet con el elenco de #ViolettaEnVivo - Radio Disney Brasil (@RadioDisneyBRA). @TiniStoessel @ViolettaEnVivo. http://t.co/XsWSySUZL7"
"0.9672859552618328","p","p","@solonglibby @disney_frump omg yes!!!!!!!! And your thoughts?!?"
"0.9669680643765306","o","o","#Disney Dog with a Blog items sign by @G_Hannelius @BlakeMichael14 @Reganburns @bethlittleford & @ImTheFrancescaC https://t.co/aCXMrdElul"
"0.9669475424366895","o","o","おはようございます(´O｀)♡ 今日から文化祭準備！ 頑張るぞーん(((o(*ﾟ▽ﾟ*)o)))"
"0.9661364832377469","o","o","@baseballdaiki51 わかった覚えとく(((o(*ﾟ▽ﾟ*)o))) さっきあったよね？！"
"0.9652262394264486","o","o","Me ha gustado un vídeo de @YouTube (http://t.co/xyKWyqkxpr - Personajes de disney que se paresen alos personajes de ""ICARLY,"
"0.9641006155630287","o","","@KristofferQ6 WOW! you like #Disney and traveling!? ME too :O :)) <3 thats GREAT! and I'm an Aries too :)) http://t.co/OY4WH4S6Zp"
"0.963272704354996","o","o","Which Disney Princess Are You? - nohateforothers: flowerprincess16: forever90s: forever90s: neuronizer:... http://t.co/murTGvzyZK"
"0.9625808146236492","o","o","【大好きディズニー】CD / 東京ディズニーランド(R) クリスマス・ファンタジー 201 / http://t.co/ZGZHH7af09 / V.A. / WALT DISNEY RECORDS / Walt Disney"
"0.9618984981536516","o","o","Me gustó un video de @YouTube de @nitanadict0 http://t.co/C0fowkgk8M Demi Lovato - Let It Go (From the movie of Disney: Frozen)"
"0.9591731221405396","o","","Photoset: disney-rapunzel-merida-vanellope: Bullying is the use of force or coercion to abuse, intimidate,... http://t.co/1pOT3tbOOu"
"0.9590400590967151","o","","Imitaciones y voces: Especial de Disney Pixar - Imitador Geezuz González...: http://t.co/oxzV9LsPVn vía @youtube"
"0.9545842822896811","o","","Disney Ariel Figure Toy Figurine from the Little Mermaid Movie: $4.99 (0 Bids) End Date: Tuesday Oct-29-2013... http://t.co/OvEs53K6UZ"
"0.9544940026710135","o","o","""@Disneyland: Today in #DisneyHistory: @DisneyPictures releases “Tim Burton's The Nightmare Before Christmas” - 1993 http://t.co/TBp1vIO5qp"""
"0.9544076269602605","o","","Video: Wild Africa Trek: Explore a Different Side of Disney's Animal Kingdom | Walt Disney World: The trek is ... http://t.co/jk70z2wtnY"
"0.953538559054492","p","o","não percam lab rats hoje no disney xd !!!!!!!"
"0.9530511771278279","o","o","PassPorter Moms Podcast (#198): The PassPorter Moms Visit to Walt Disney World, Part 1 with @PassPorterMomSV - http://t.co/tFbsb8ZONo"
"0.9522541116685981","o","o","【オススメ！】おもちゃ＆ホビー | ディズニー アダルト アリスコスチュームAdult Alic | http://t.co/M4VNIM7k4J | RUBIE'S JAPAN | <b>本体サイズ :</b> 着丈86cm・(C)Disney | RUBIE'S JAPAN"
"0.9512777043378766","o","o","I'm at Disney California Adventure Park - @dcatoday (Anaheim, CA) w/ 14 others http://t.co/gD3T0NpCD1"
"0.9504626640741068","o","p","That was amazing, You already are a disney Princess. Good Luck. (@YouTube http://t.co/6LsYsoQzI1)"
"0.9503214129105525","o","o","Disney Sweepstakes, Disney Park Gifts, Information, Vacation Planning and More. Disney Pinterest Boards (Tue) http://t.co/034WxKRgVh"
"0.9489947858066577","o","p","Happy 20th Anniversary to the Nightmare Before Christmas! http://t.co/4gbdmJZcXo http://t.co/6Jdf2eW5wp #nightmarebeforechristmas #disney"
"0.9456819089026339","o","","¡Brendon, Sarah, Spencer & Linda visitaron Disney con amigos! (Entre ellos Jack de ATL) http://t.co/2SdFwYjJAr"
"0.9452445731830211","o","","Posted 'Top 10 OTHER Disney Villains 1/2' to @blip: http://t.co/pyxgRQnqmW"
"0.9424092348990959","o","","Siga-nos no Twitter: @Demettria_s2 Humor Da Disney | Sky † | Demetria_s2 http://t.co/FwpqFsf942"
"0.9421577873936814","p","p","I always get excited knowing I'm going to Disney it's like can we just fast fwd please!!!!!! #eager #daysoffatDisney"
"0.9399940074601721","o","o","HOT JOB: Graduate, Ad Approvals Intern ~ Disney Interactive (Glendale, CA) http://t.co/f1WUo4dEi1 #disneyinterns"
"0.9390457087759443","o","","＜【脈アリ！？】or【脈なし…。】がわかる！⑧つのチェックポイント♪＞ ①誘いをほとんど断られない ②メールが来 ③デートに誘われるる ④傍にいたり、身体が触れることを嫌がらない ⑤？？？？～⑧？？？？残りの４つは！？続きはコチラから⇒http://t.co/IhHekFJfh8"
"0.9380827829288024","o","o","@iki_buki_ 思念波飛ばしたんだよ…。嘘、思念波の代わりにお金飛ばして始発新幹線さwwwほとんど寝てないwwwwww わーいありがとう～(*^o^*)一足お先にハロウィン楽しんでくる～！"
"0.9373625280684882","o","","Adelando en Radio Disney de #LibreSoy cantada por @TiniStoessel❤: http://t.co/wWsZbuiY4W vía @youtube"
"0.9350240983488993","o","o","@peaceofmj Olá, Diana! Temos canais do mesmo perfil, como Disney Channel e Nickelodeon. Acompanhe o melhor da TV: http://t.co/vfYFFtK0go."
"0.9350071353241447","o","","Will Disney Produce An Indiana Jones 5 Just To Secure Ford’s Involvement In STAR WARS: EPISODE VII?: The news ... http://t.co/twkFH5xXpr"
"0.9338551182368183","o","","@Sophie_Weasley9 No, yo queria ser Merida pero Disney me dejo como Bella de la bella y la bestia http://t.co/yyv4fqSLpg"
"0.9338461107274807","o","o","到着！ (@ ディズニー アンバサダーホテル (Disney Ambassador Hotel)) http://t.co/5Oo5dnm9i4"
"0.9327927941590752","o","","@Jessie_roundup まじですかー！さりげなく待ってます(笑)インしたらおしえてくださーい(^o^)"
"0.9327084017012213","o","","I'm at Disney's Magical Express Depot (Orlando, FL) http://t.co/mLlZmUt0Vt"
"0.9320101958259387","o","","""@AleksandraDW: J'SUIS A DISNEY REGARDEZ YA QUOI DEVANT MOI A SPACE MOUNTAIN 😱😂😂 http://t.co/o0ZTTALwHq"" PTDRRRRRRRR NAN JSUIS K.O"
"0.9317586688698314","o","o","Disney Mickey Mouse Mini Speaker for MP3 iPod player USB Plug Rechargeable NEW: $12.99 (0 Bids) End Date:... http://t.co/EabTGsw6Kj"
"0.9305347257496572","o","","Para todos los fanáticos de Walt Disney, les presentamos un nuevo clip de Frozen: Una Aventura Congelada!!!... http://t.co/mpxBJ1DxXj"
"0.9303917457196496","o","","Source - http://t.co/h9DCzCHoQ8 http://t.co/p52mEnUHe5"
"0.9294131821944878","o","","DISNEY FAIRIES TINKERBELL PRE-WASHED TWIN SHEET SET http://t.co/4tVo87qcfw http://t.co/fR0TMxdm3s #fb"
"0.9293506675734496","o","","「アラジン」に投票しました － ディズニープリンセス作品投票開催！あなたの思い出に残るプリンセス作品に投票しよう。投票期間：10/23（水）～11/21（木） http://t.co/LAlUYSyKTK"
"0.9275908671142579","o","","@hyphen753 うんうん♡私も狭間wwお誕生月はいつ？ いやいや！私も仮装は今年デビューしたのですよ(￣Д￣)そんな私にとりあえず言えることは、マナーを守って楽しむ♡ってことだけです！ ねー（；＿；）また機会があればお話しよー！私のつい、あの子の出現率高いから気をつけて←"
"0.9275631864951023","p","o","Tired of doing homework? Listen to Christmas music on #Pandora!!! or even Classic Disney music! It makes you happier!"
"0.9258029286913699","o","o","I'm at Downtown Disney West Side (Lake Buena Vista, FL) w/ 5 others http://t.co/CFWRvWhU0U"
"0.9238685883619258","o","","Top 5 Ghost Stories from Disney Parks http://t.co/R5pL2ypKiD http://t.co/A1laaMzobE"
"0.9234433346155301","o","o","@sxmsd 寝てないんですか！まさかのおーるDisneyですか(°_°)ひゃあ！ 楽しんで来てくださいっ( ˆoˆ )/♡♡♡"
"0.9229196164869865","o","","【Ｄｉｓｎｅｙフランケンウィニー】ノートＢ５（チラシ） | (￥210円)マイシティーサーチ http://t.co/4yofHV95z0 【新キャラクター登場】【12/15映画公開】 〔ディズニーキャラクター☆FRANKENWEENIE〕みんな大好き"
"0.922381489676069","p","p","One of my favorite people on earth! I love and miss you therealjster !!!! #castmember #disney #oldfriend http://t.co/T1HCImSJn5"
"0.9219445020701097","o","o","@ooewarabi まじかあああああああ！！！！！GUMIが出てくる前ってかなり前じゃないのかｗｗｗｗｗｗ私は、聞くって言ってもちょうど２年前くらいから聴き始めたからまだまだ新参ですわ＼(^o^)／でも、昔の曲も結構聞くよー＾ｐ＾"
"0.9213840832949004","o","","Disney Sofia the First Becoming a Princess: Storybook and Amulet Necklace (Storybook with Jewelry): Kids will ... http://t.co/6BdPezOemi"
"0.9206923356402256","o","","MY FIRST EVER BITE OF SCHOOL BREAD. DEDICATED TO @_stephwoodall & @disney_frump! 😍😍😍😍😍 http://t.co/M8NEKFo3bB"
"0.920563764720508","o","","Man, @jplus_theent is one talented kid! @Disney @nickelodeontv where yall at?! http://t.co/yoJm4C5KOE"
"0.9202986101505517","o","","@htm0822 いいんだよー♡ そうなの。今回は全部布から作ったよー(>_<)頑張りました！ 私、不器用だよ!?近くで見ると糸とか出ててホント( ；´Д｀) だからきっと誰にでもできる♡"
"0.9197162003383508","o","","http://t.co/x5ey5T5Tty Сериал Виолетта (60-99 серии) / Disney / Смотреть онлайн"
"0.9186285415750391","o","","Foto: myformofimagination: Ok, so here’s personal story time. I went to Disney World Magic Kingdom today... http://t.co/qXnsBo1oYR"
"0.9183255450809655","o","","“@LetsVine: Retweet if This is How You Deal With Disney Haters https://t.co/n5Efg3tVBk” @cynthiaaaa920 😂😂😂"
"0.9179902780524007","o","","Photoset: happylivingmydreams: REASONS TO LOVE DISNEY http://t.co/nzcvQFTY8o"
"0.9172352178955243","o","","@DylanRaySchmid of @DisneyXD_Canada #BUNKS and @OnceABC gives the inside scope to @timescolonist http://t.co/Dx5UJjv9H5"
"0.9169890626005079","o","","Wordless Wednesday – Heroes and Villains: The True Disney Heroes: Mickey and Minnie Mouse! Hello everyone, and... http://t.co/PiKQSZJwkG"
"0.9160071920264828","o","o","D&G JUNIOR Infant Girl's Denim Minnie Mouse Dress, Newborn Dress, Disney, 18-24M http://t.co/J1YlZPftxk"
"0.9159683024536636","o","","Photo: ellievhall: DISNEY PRINCESS BATMAN. http://t.co/zi7obLOJAD"
"0.9139008350513311","o","","#4: The North West Comany Disney Pixar Tow Mater Cars Pillow and Throw Set: The North West Comany Disney Pixar... http://t.co/FErqngkB8Y"
"0.9128766223950338","o","","Figi's Choice of Vacation Giveaway. Orlando and Disney World Passes Among Prize Choices(123113) (Tue) http://t.co/XhKHMdmrki"
"0.9126635722710446","o","","Neues Besucher-Video: Halloween 2013 - 'Daytime' Fountain Show at Nightfall - Disneyland Paris http://t.co/pkHVbOT4lo #DLP"
"0.912462616739216","o","o","@daisy_rcs 私4日にインなんだよね(>_<)だから5日さきに会うために私だけチラッと海インしようかな…。 急いで考えなくてはね(>_<) そうなのか！記念日大事にしてて素敵だね♡うちら大抵1年に1回しか祝わない← 切り絵やったことない！やってみたいー！"
"0.9123989805068398","o","","How fun! MT @PandorasDeals: My kids are #RainbowLoom obsessed ... #DisneyFrozenEvent next month. The result: http://t.co/69A9WyLYcV"
"0.9123740838815523","o","","@shaunamalia Cute! MT“@RealTalk: Dear girl in this photo, your Disney tattoo is awesome! Sincerely,I wanna get it... http://t.co/tcvrIxdgnP”"
"0.9122505553371433","o","","Um dica pra conhecer a Miranda, só precisa ir na Disn... — KKKKKKKKKKKKK SIM! mas eu morando perto da Disney de ... http://t.co/3G8WFoc1g1"
"0.9116186500940847","o","","""'Glee,' 'Idol' vets play jilted Disney villains in 'Chicago' spoof 'Spell Block Tango'"" http://t.co/JAzsp6rQWU #disney #chicago"
"0.9113014085720864","o","o","@sa_disney_ki じゃあ何聞いてるのって言われたらちゃんと答える（＾Ｏ＾）笑 明日いんなんだね♪♪私も陸イン(*^m^*)"
"0.9107938095308523","o","","From the vault:: Disney's The Odd Life of Timothy Green - A Review #TimothyGreen http://t.co/1nOa53Bctq"
"0.9094103088886449","o","","米ディズニーが日本を愛す、もう1つのワケ - 日経ビジネス オンライン: 米ディズニーが日本を愛す、もう1つのワケ 日経ビジネス オンライン... http://t.co/b60fupzV4M #disney"
"0.9091701946786371","o","","Photoset: abraham-shipwreck: cocaine-and-insulin: When Disney could make references to eternal damnation and... http://t.co/qMviDPTnS7"
"0.9081996647340455","o","","Disney Land with Nanami,Tomochun♡ハーベスト待ち！あさごはんっ！スタツアでともちゅんの写真写って超ブスで大爆笑したよね。わら http://t.co/2xqSL084cF"
"0.9071738037351071","o","","ZILZAAL: Pesan yang Tak Pernah Hilang dari Film Disney: http://t.co/UkH5AZmXOQ"
"0.9061155079305381","o","","John Casablancas Talent Nashville, Casting Call for a Young Walt Disney. Details @: http://t.co/1wtoFsDJla"
"0.905958152043939","o","","@gmg0189 そんな（；＿；）ありがとうございます！ なぜリプ見逃してしまったか考えたんですけど、フォローしてなかったからみたいなので、これを機会にフォローさせてもらいます。よろしくお願いします！ 17日、夕方までいる予定ですよ！その日にお渡しします^ ^"
"0.9055040256615264","o","","Tras una noche de Disney toca descansar. Buenas noches :-) http://t.co/AQ88E0q5wP"
"0.9054657360010052","o","","Kinder Canada, Marvel, and Disney http://t.co/5AcLUGXQLU via @Mom2Michael"
"0.9050897167092979","o","","【 ランキング／ ホビー・エトセトラ 第20位 】 RUBIE'S（ルービーズ） DISNEY（ディズニー） コスプレ ピーターパンシリーズ Child Tinkerbell（ティンカーベル） Sサイズ http://t.co/XEC18bjKy2"
"0.9038605584976022","o","","This Disney/Chicago (Cell Block Tango) mash-up are amazeablls. http://t.co/ls9PvupxmD @BitchPuddin54"
"0.9029803071563831","o","","I am loving @bellathorne's NEW song ft @ROSHON #LetsGetTricky request it on @radiodisney Call 1-877-870-5678 or go to http://t.co/wnRYvwCgQF"
"0.9027314038505502","o","o","100均のDisneyが可愛いよぉ〜(/ _ ; )❤️ 帰る前に買っていこう。 そしてプリンセスって、ラプちゃんがセンターになったのかしら アリエルはどこー？ みんな好きだけど http://t.co/QEsaB0s1Sg"
"0.9025791749671693","p","o","Minha viagem para a Disney com as meninas vai ser fodaaaaaaa , to anciosa porraaaa😍😍😍😛😛😛"
"0.9020997232502141","o","","Tonight at rehearsal: Beth Greenberg: ""Alice has to have a bit of the Disney Princess in her."" Emily Pulley:... http://t.co/ziQ7r8FktW"
"0.901597324115435","p","p","20 years old & I'm excited that my sister @thatalanakid is buying me a simba teddy for Christmas to add to my disney collection of teddies☺️"
"0.901574069488563","o","","@cinelander el único sitio que lo ha publicado es... http://t.co/YqIruH9cEc Estoy por preguntarle a Disney... XD"
"0.8989960923217373","o","","“@priyancake: Signature scene inspiration from @disney Tangled @jtimberlake #TKO with a frying pan 🍳 http://t.co/mmFpGfmXnG” 🙊 love it"
"0.895898347836866","p","p","Persistence wins!! Thank you #Disney and #CTN can't wait to see you in #November!! :D"
"0.8937909282484731","o","","Photoset: geeksngamers: Disney Princess Oil Paintings - by Heather Theurer  http://t.co/gAfu4Oli9c"
"0.8927336224479298","o","","おはようございます(*^^*)天気いいですねー‼今日インの方、見納めの方、楽しんできて下さい♡"
"0.8921015464113947","o","","【定期】呼びタメ大歓迎*(^o^)/* Disney好きであれば年下でも呼びタメで全然OKなので気軽にfollow&絡んで下さ～い♡"
"0.8916723673926766","o","","Join us today for the #MonstersUBluRay Twitter Party, 10/29, 4-5PM PST! RSVP: http://t.co/CFalTNNsy8 Retweet for a chance to win!"
"0.8915657492999121","p","p","Holy crap I want to go back to Disney so damn bad I can't stand it 😭😫 #disneycrew"
"0.8914088141773481","o","","♥♥ The 2012 Walt Disney World ""Mickey's Once Upon a Christmastime"" Holiday Parade (in HD) http://t.co/LxpTk2b5iE"
"0.8907096467607589","o","","So cute! MT @nancipants: Our engagement pictures are on When Geeks Wed! Featuring @HerUniverse & @GeekyJerseys! http://t.co/79Kcg4cf0V”"
"0.8890251686524732","o","",": #Dato: Martina además de hacer la versión de la canción de la película de Disney ""Frozen"" en español, también la hará en versión italiana."
"0.8888310305384843","p","n","I hate all the shows that are on Disney channel now so much. They make me want to punch the tv and my little sister for watching them"
"0.8882295422970775","o","","@MarcelaMassari sebastião no filme da disney tem sotaque jamaicano, talvez seja ele msm http://t.co/ZAYwgaixiF"
"0.8877160173501055","o","","@tosshy_disney Σ_(:3」∠)_ =3 ｵﾊﾖｯ‼︎‼︎"
"0.885391115199477","o","","The clan of Disney stars :) http://t.co/grgJm3LSaM"
"0.8852126048466572","o","","If you haven't seen this yet, you must check it out! @ChicagoMusical meets @Disney Villains in ""Spell Block Tango"" http://t.co/CD85qo98E6"
"0.8848033421984706","p","p","I love October! I love all the Halloween movies on Disney. (: I don't think I'll ever get too old for them."
"0.8843755692064489","o","","15 terribles lecciones de amor que aprendimos de las princesas de Disney http://t.co/rJHkybhqui"
"0.8836544267368731","o","","ここ二日で6時間睡眠じゃ、風邪が治るわけないよね～(__,)/~~"
"0.8832837566557199","o","","今日はリド(*^^*) オンザシーもないし埋まり遅いねｗ まだ座り見2列目も空いてるよー(･ω･)"
"0.8820354575507554","o","","@Hukaaaa_disney 道行く仮装さん見てるだけで飽きないから、全然大丈夫よ(*´∀｀) トゥーンの、入口の下らへんにいるよ！"
"0.8817584181982843","o","","Jeg likte en @YouTube-video – http://t.co/EuLJ6rR79g Somewhere Out There (Disney)"
"0.8809378407791295","o","","WIN a #DisneyClassicsBox CD Set from @oopsimpregnant @DisneyMusic Ends 10/29 http://t.co/sXlnGfbuWy"
"0.8802859031975513","o","","“@hellosarahurie: Disney fun times 🎃👻 http://t.co/D9ofABfvPt” there is nothing more magical than this picture."
"0.8794813794703057","o","","Go to http://t.co/bZRV1lTsnX to vote for ""Lets get tricky"" by @bellathorne & @ROSHON as your fav Monstober song! ❤️👻 http://t.co/wsscSeNllE"
"0.8792840831167723","o","","Neues Besucher-Video: The Shadow Message from the Hills The Shadow Radio Show Classic OTR Old Time Radio 2 http://t.co/7oUxKzATQR #DLP"
"0.8782021561522341","o","o","#Disney: MY LIFE ME, #Playhouse: PICCOLO GRANDE TIMMY, #Rai4: MONGA, #RaiMovie: Rai News"
"0.8776579122064917","p","p","That speaker made me want to be an Imagineer, but I'm not into engineering and I can't draw so thank you Disney for ruining my dreams"
"0.8769500355634678","o","","@goofy_chuuuuu 私グーフィーだと何話していいか分かんないよww チデとは中身のない会話しかしてないよ(>_<) フリグリだから話せない(´･ω･`)"
"0.8765206618669729","o","","@radiodisney or http://t.co/YYlOH6rG7I. Please request "" Let's Get Tricky"" by @ROSHON and the beautiful @bellathorne ❤️877-870-5678 thx"
"0.8750537354412646","o","","20 vaner's me tratan de chekiar por los scanner's y yo con Draculita en casa viendo Disney Chanel.. http://t.co/edcmWbb5ji"
"0.8743035604997814","o","","Community: A Dream Cast Of Your Favorite Disney Characters http://t.co/ltiZ2xuKS9 via @buzzfeeders"
"0.8741353970299746","p","p","My dear Disney friends. I can't just pick one of you. I love you all so much! Happy #nationalbestfriendday!"
"0.8740164182773305","p","n","Oh! And one day I'll get to meet @blizzardfox and take him to Disney land and pretend to be his retarded brother so we can skip the lines."
"0.8737834088368067","o","","@Yahik092 @AlanOut @6luuu Pregunta, quién piensa que La Princesa y el Sapo es el referente para como tienen que ser Disney a partir de ahora"
"0.873501610876187","o","","@RolonMicaela ya llego la cosa de disney sino anda abuscarla , ami ya me la trajieron que ganas de volver te da :("
"0.8733650701382977","o","","“@M_zuhlly: Watch The Little Mermaid with me so I know it's real, or The Lion King, or any Disney Movie💁🙊”"
"0.8733594846611229","o","","New Disney Arrivals at Target for October 29, 2013 (43 Items) http://t.co/JmJId1skaC #disney 2 #fb"
"0.8731181305235844","o","","@Hukaaaa_disney どうやって移動したの!?すげー…お土産はいいよ(*^▽^*)その分楽しんでらっしゃい♪"
"0.8729550673348683","o","","Disneyハロウィンなーう☆ 私うさぎ！あおたんアリス！きいちチェシャ！ http://t.co/6R9a6dWeQy"
"0.872589898191695","o","","neverlandwonderlands: Rico na Disney... http://t.co/yWUWOOnZsW"
"0.872436921221583","o","","👢😍 @ Disney's Magic Kingdom http://t.co/bmgTNTGUyj"
"0.8721210502867601","o","o","昨日は、初仮装してきた☆ でも、雨だったから動きにくかったけど(^_^;) ハピネスも初めてみたし、オンハイもピアリから見れたし、楽しい一日でしたん☆ あ、あとオーナメントと携帯クリーナー無事にGETしたよ☆"
"0.8716923882672106","o","","Request ""Lets get tricky"" by @bellathorne & @ROSHON on @radiodisney by going to http://t.co/bZRV1lTsnX 💻 or calling 1-877-870-5678 📞 ❤️🎃"
"0.8711827321265591","p","o","Vera Bradley Disney collection! 😍😍😍❤️💁👜🎀 http://t.co/tAYDiii5uJ"
"0.8688748854777061","o","","@GinnMollyW__RQ *música de Disney de fondo(?*"
"0.8687760643801826","n","","""Whatever you do, do it well. Do it so well that when people see you do it they'll want to come back and see you do it again."" - W. Disney"
"0.8685165943093462","o","","PRO ART DISNEY FULL WALL &amp; MINI MURALS LION KING PRIDE ROCK (ASS SIZES) http://t.co/532UOBpRc3"
"0.8672394371648833","o","","E SE AS PRINCESAS DA DISNEY FOSSEM DESENHADAS PELA MARVEL?? QUER VER?? Então visite o link no nosso site:... http://t.co/43gJNbucbv"
"0.8672321778656767","o","o","#Shopping #Sewing #5: Crayola Color Wonder Disney Preschool Coloring Pad: Crayola Color Wonder ... http://t.co/gn7hvftZBs #Arts #Crafts"
"0.8667324379498835","o","","Disney's cartoonミッキーの不思議な薬（日本語吹替) https://t.co/qSrY1nsNXM"
"0.866397564150041","o","","eu e um parente próximo da helo, na disney. adoro!! @heloisahonein http://t.co/lpUWp71YvA"
"0.8662630728053289","o","","If you've ever been to a Walt Disney theme park, you have used ""Disney"" money. Many colleges produce their own... http://t.co/yEXCa4beef"
"0.8652460630928703","o","","Nonton The Golden Mickeys At Disney's Storybook Theater - : http://t.co/WULySRMl1s #BacaIniYuk! #RTiniYuk"
"0.8651049257040319","o","",":3 http://t.co/mNS79e2l9C|||"
"0.8639532890230691","o","","Álbum de fotos: the vampire diaries girls as disney princesses  http://t.co/T174leS8GX"
"0.8636118508699298","o","","My man @High_Danny_ used to GET IT IN at Disney World! #littledinkins http://t.co/IgVDYWMinJ"
"0.8631041831989369","o","","Disneyの写真見てて思うけど 私が持ってるアリエルTシャツと Disneyでもらったアリエルのサイン ちゃんと同じやねん…（ ; ; ）♡ Disneyは本間に夢壊さへんねぇ。 あ〜ディズニーで働きたい。 http://t.co/hhvi8OXgTj"
"0.8628682391775876","o","","Today in Disney History: Walt Disney Pictures Releases Tim Burton’s ‘The Nightmare Before Christmas’ http://t.co/UMamIrCNo1 via @sharethis"
"0.8626597235317061","o","","施設見学行ってき～(๑́•∀•๑̀)ジャージww http://t.co/yr1yjJVnSD"
"0.860850069077407","o","","@livetwatthebat YOU'RE GREEN WITH IT http://t.co/xtOPVe0Gue"
"0.8591939505100441","o","","Right in the childhood Epic Disney Medley - Peter Hollens & Alex G Acappella: http://t.co/9DPgCfe6PW vía @youtube"
"0.8589989334657572","p","p","It's a Disney movie kind of night 😁👸👹🌹🎶🏰✨💎💗"
